cep;logradouro
07626-290;Rua Ana de Oliveira Rocha
07626-295;Rua Dois - Pq Res Sossego
07626-300;Rua Quatro
07626-305;Rua Cinco - Pq Res Sossego
07626-310;Rua Nove - Pq Res Sossego
07626-315;Rua Três
07626-320;Rua Oito
07626-325;Rua Sete - Pq Res Sossego
07626-330;Rua Seis - Pq Res Sossego
07626-335;Rua João Batista de Brito
07626-340;Rua Onze
07626-345;Rua Doze
07626-360;Caminho Seis
07626-365;Caminho Dois
07626-370;Rua Rafael Martin Neto
07626-375;Rua José Teodorio de Moura
07626-380;Rua Rubens Piunti
07626-390;Rua Eduardo Camargo
07626-400;Rua Existente - Jd Flor Bragança
07626-403;Estrada Doze
07626-405;Estrada Naim Khairalla
07626-410;Estrada Américo Príncipe
07626-415;Estrada Otto Benedicto Golz
07626-420;Estrada do Itaim
07626-450;Rua Vinte
07626-500;Rua Ana Maria Ribeiro da Silva Garibaldi
07626-505;Rua Dezenove
07626-510;Rua Emiliano Augusto Cavalcanti de Albuquerque e Melo
07626-515;Rua Salvador Dali
07626-520;Rua Doze - Oásis Plta
07626-525;Rua Treze
07626-530;Rua Quatorze
07626-535;Rua Quatro - Oásis Plta
07626-540;Rua Sete - Oásis Plta
07626-545;Rua Onze - Oásis Plta
07626-550;Rua Pablo Ruiz Picasso
07626-555;Rua Vinte e Um
07626-560;Rua Oito - Oásis Plta
07626-565;Rua Nove - Oásis Plta
07626-570;Rua Cinco - Oásis Plta
07626-575;Rua Seis - Oásis Plta
07626-580;Rua Três - Oásis Plta
07626-585;Rua Dois - Oásis Plta
07626-590;Rua Um
07626-600;Rua Alayde Barroso Pinheiro
07626-605;Viela A
07626-610;Alameda Nossa Senhora das Graças
07626-615;Alameda Sol Nascente
07626-620;Alameda dos Eucaliptos
07626-625;Alameda Ipê
07626-630;Alameda Cedro
07626-640;Alameda José Batista da Silva Júnior
07626-645;Alameda das Paineiras
07626-650;Alameda dos Pinheiros
07626-655;Alameda Jacarandá
07627-005;Estrada da Mata Fria
07627-010;Rua Carlos Chagas
07627-015;Rua Evaristo da Veiga
07627-020;Rua Lima Barreto
07627-025;Rua Cláudio Manoel da Costa
07627-030;Rua Luis Braile
07627-035;Rua Marechal Rondon
07627-040;Rua Marquês de Pombal
07627-045;Rua Luiz Pereira da Costa
07627-050;Rua Monteiro Lobato
07627-055;Rua Basílio da Gama
07627-060;Rua Osvaldo Cruz
07627-065;Rua Olavo Bilac
07627-070;Rua Padre Antonio Vieira
07627-075;Rua Vital Brasil
07627-080;Rua Villa lobos
07627-085;Rua Visconde do Rio Branco
07627-090;Estrada do Valinho
07627-100;Rua Barão Mauá
07627-105;Rua Antonio Prado
07627-110;Rua Antero de Quental
07627-115;Estrada Pau-de-Vinho
07627-120;Estrada da Tapera
07627-125;Rua Silvio dos Santos Silva
07627-130;Rua Afonso Pena
07627-135;Rua Guido Gaiato
07627-160;Avenida Berna
07627-165;Rua Zermatt
07627-170;Rua Lauzana
07627-175;Rua Coira
07627-180;Rua Muster
07627-185;Rua Zurique
07627-190;Rua Genebra
07627-195;Rua Pontresina
07627-200;Rua Benedito Fontana
07627-205;Rua Ascona
07627-210;Rua Champery
07627-215;Avenida Berna - Pq Suiço Cant
07627-260;Avenida Zuriqui
07627-265;Rua Baden
07627-270;Rua Friburgo
07627-275;Rua São José
07627-280;Via Santos Dumont
07628-005;Avenida Minas Gerais
07628-010;Rua São Paulo
07628-015;Rua Amazonas
07628-020;Rua Rio Grande do sul
07628-025;Rua Maranhão
07628-030;Rua Parana
07628-035;Rua Guaporé
07628-040;Rua Rio Grande do Norte
07628-045;Rua Sergipe
07628-050;Rua Alagoas
07628-055;Rua Iguaçu
07628-060;Rua Amapá
07628-065;Rua Mamoré
07628-070;Rua Rio de Janeiro
07628-075;Rua Mato Grosso
07628-080;Rua Baia
07628-085;Rua Pará
07628-100;Rua Espirito Santo
07628-110;Rua Goiás
07628-120;Praça Redentor
07628-130;Praça Polillo
07628-135;Praça Adolfo Bloch
07628-140;Rua Santa Catarina
07628-145;Rua Ceará
07628-150;Rua Uberaba
07628-155;Rua Distrito Federal
07628-160;Rua Pernambuco
07628-165;Rua Piaui
07628-170;Rua Acre
07628-400;Rua Ipê
07628-410;Rua das Acácias
07628-420;Rua Jacarandá
07628-430;Rua Cedro
07628-440;Rua Jequitibá
07628-450;Rua Imbuia
07629-000;Rodovia Fernão Dias
07629-004;Avenida Neli Ladeia
07629-008;Rua Três
07629-012;Rua Quatro
07629-016;Rua Dois
07629-020;Rua Um
07629-024;Avenida Dona Charlotte Izirmai
07629-028;Rua Rubi
07629-032;Rua da Topazio
07629-040;Rua Esmeralda
07629-045;Estrada Ademar Marques Silveira
07629-080;Rua Diamante
07629-084;Rua Casa Grande
07629-088;Rua Alfredo Braz Mendes
07629-096;Via de Acesso Norte km 66.7
07629-104;Rua João Soares da Silva
07629-108;Rua A
07629-112;Rua Luiz Joaquim de Andrade
07629-116;Rua C
07629-120;Rua Braulio Barbosa de Mari
07629-124;Rua Aparecido Bueno
07629-128;Avenida Nair Hannickel Romaro
07629-132;Rua Santana
07629-136;Avenida Laura Gomes Hannickel
07629-140;Rua Mirante de Santana
07629-144;Travessa Santana
07629-148;Rua Hermínia Fornazeiro Romaro
07629-152;Rua Walter R. Pappalardo
07629-156;Rua Engenheiro Aristides Romaro
07629-160;Rua Brandino Thomaz Pereira
07629-164;Rua Mauá
07629-168;Rua Poá
07629-302;Estrada Tahira Eki
07629-306;Rua Ipê
07629-310;Rua Ivanira de Fontes Feitoza
07629-314;Rua do Cedro
07629-318;Rua das Palmeiras
07629-322;Rua Peroba
07629-326;Rua dos Eucaliptos
07629-330;Rua dos Jacarandás
07629-358;Rua São João
07629-362;Rua São Marcos
07629-366;Rua Santo Antonio
07629-370;Rua São Pedro
07629-372;Praça da Solidariedade
07629-374;Rua da Primavera
07629-378;Rua do Inverno
07629-382;Viela Existente
07629-386;Rua do Verão
07629-390;Rua do Outono
07629-394;Rua José Maria Rodrigues
07629-398;Rua Hisashi Teramoto
07629-402;Rua Osvaldo Rodrigues
07629-406;Rua José Aparecido Ramalho
07629-426;Alameda dos Carvalhos
07629-460;Praça Lions Club de Mairiporã
07629-462;Rua João Evangelista Germano
07629-466;Rua Vereador Doutor José Roberto Melchiori
07629-470;Rua Elias Pinheiro
07629-474;Rua Isaías Schults Júnior
07629-478;Rua Francisco Pinto
07629-482;Viela Existente 1
07629-486;Viela Maria Augusta de Jesus Pereira
07629-490;Viela Existente 2
07629-494;Rua José de Souza
07629-498;Viela Existente 4
07629-502;Viela Existente 5
07629-506;Viela Existente 6
07629-510;Viela Existente 8
07629-514;Viela Existente 7
07629-518;Rua Joaquim Gomes da Silva
07629-522;Viela Existente 9
07629-526;Viela Rubens Joaquim Pereira
07629-530;Rua Azzis Ouchana
07629-534;Viela José Gonçalves
07629-610;Rua Treze de maio
07629-614;Rua Irmã Joana Piracide Almeida Martins
07629-618;Rua Hermelina Bueno Franco
07629-622;Travessa Hibisco
07629-626;Rua Benedicto Egídio da Silva
07629-630;Rua Vicente de Paula Daniel
07629-634;Rua Aparecida Tereza Machado
07629-638;Travessa de José da Silva Maia
07629-642;Travessa Cleila Barbosa da Silva
07629-646;Travessa Brinco da Princesa
07629-650;Rua Siguemi Aiacyda
07629-654;Travessa Magnólia
07629-658;Rua São Judas Tadeu
07629-662;Rua Pedro Amin
07629-664;Rua 13 de Junho
07629-666;Rua Oito de Dezembro
07629-670;Rua Tenente Valfredo de Oliveira
07629-674;Rua Vinte e Um de Abril
07629-678;Rua Doutor Salvino da Fonseca
07629-682;Rua Maria Benedita de Oliveira
07629-686;Rua Antonio Oliveira Sobrinho
07629-690;Rua São Luis
07629-694;Rua Maria Aparecida de Jesus Oliveira
07629-698;Rua Vinte e Cinco de Dezembro
07629-702;Rua Primeiro de maio
07629-706;Rua Santo Antonio - Jd Odorico P
07629-710;Rua São Pedro - Jd Odorico P
07629-714;Rua Doutor Amadeu Mendes da Silva Neto
07629-718;Rua Emília Salva de Almeida
07629-722;Rua Geraldo Martins de Oliveira
07629-726;Travessa Lucy de Fatima Lima Oliveira
07629-730;Rua Celeste de Mari 4
07629-734;Rua Benedito Ferreira
07629-742;Rua Renato da Silva Costa
07629-746;Rua Existente
07629-750;Rua José Maurício Ramos
07629-754;Rua Vênus
07629-758;Rua Pedro José de Deus Filho
07629-766;Rua Fernando Spada
07629-770;Rua Maria Capeline Spada
07629-774;Rua Nadir Pita da Silva
07629-778;Rua Dante Spada
07629-782;Rua Olga dias de Castro
07629-786;Rua Flordalice Spada
07629-790;Estrada Norberto Antonio de Morais
07629-794;Alameda das Palmeiras
07629-798;Alameda Ciprestes
07629-802;Alameda dos Ipês
07629-806;Alameda dos Coqueiros
07629-810;Alameda dos Pinheiros
07629-814;Alameda Parque do Lago
07629-818;Alameda Érico Cotrim
07629-822;Alameda Irene Pereira Soares
07631-150;Rua Niprodêncio da Silva
07631-155;Rua Angela Cristina
07631-160;Rua Maria Eugênia
07631-165;Rua Dois
07631-180;Alameda Dom Bosco
07631-200;Rodovia Arão Sahm
07631-290;Estrada Tiutaro Nakayama
07631-300;Rodovia Fernão Dias
07631-310;Via de Acesso Norte km 62.5
07631-315;Estrada Municipal Santo Antonio
07631-320;Avenida Sandra
07631-325;Rua Rochael Gonçalves
07631-330;Rua João Bosco
07631-335;Avenida Antonio Monteiro Bispo
07631-340;Rua da Cascata
07631-350;Rua José Joaquim de Freitas
07631-355;Estrada Municipal
07631-360;Rua Três
07631-365;Rua Dois - Jd A Coimbra
07631-370;Rua Francisca Luz Pereira
07631-380;Rua Seis
07631-385;Rua Luiz Antonio de Medeiros
07631-390;Rua Aparecida da Cruz Leite
07631-400;Rua Sete
07631-405;Estrada das Lavras
07631-410;Rua Antonio José Machado
07631-415;Rua Zisa Menino
07631-435;Rua Constantino Faustino de Almeida
07631-440;Rua Projetada 8
07631-445;Viela João Teixeira de Carvalho
07631-450;Rua Reinaldo Sanchez
07631-455;Rua José de Miranda Filho
07631-460;Rua Joaquina Maria do Carmo
07631-465;Rua Maria Cordeiro da Silva
07631-470;Rua Justina Cardoso Bueno
07631-480;Estrada Augusto Coimbra
07631-490;Rua das Camélias
07631-500;Rua das Rosas
07631-510;Rua das Palmas
07631-520;Rua das Azaléias
07631-570;Avenida do Sol
07631-580;Rua do Poente
07631-590;Rua do Nascente
07632-005;Rua Existente
07632-010;Rua Três - Mari-Sol
07632-015;Rua Um - Mari-Sol
07632-020;Rua Dois - Mari-Sol
07632-025;Rua Aparecido Custódio de Oliveira
07632-080;Avenida Fernando Luiz Carbonelli
07632-085;Rua André Augusto
07632-090;Rua Ana Maria
07632-095;Rua Maria Fernanda
07632-100;Rua Daniel
07632-105;Rua Vereador Argemiro Laurindo Carbonelli
07632-110;Rua Leonardo
07632-115;Rua Antonio Alexandre
07632-120;Estrada Marginal Direita
07632-170;Rua José Luiz Alves
07632-175;Rua Existente 4
07632-180;Rua Existente 3
07632-185;Caminho de Servidão
07632-190;Rua Existente 2
07632-195;Rua Yara Pereira Arnoni
07632-200;Avenida Marginal
07632-205;Rua Cedro
07632-210;Rua Jacarandá
07632-215;Rua Ypê
07632-220;Rua Cambará
07632-225;Rua Peroba
07632-400;Rua Carlos Sanches Gonzales
07632-405;Rua Georgina do Prado
07632-410;Rua Marilucia Florencio Pereira Gonzales
07632-415;Rua Natalina Maceu
07632-420;Rua Marisa Rodrigues Tavares
07632-580;Estrada Maria Emilia Ferreira Simonelli
07632-585;Rua Antonio Matias
07632-590;Estrada Tupi
07632-630;Rua da Limeira
07632-810;Via D
07632-820;Via Secundária
07632-830;Via E
07632-840;Via B
07632-845;Via C
07634-005;Estrada das Lavras
07634-010;Rua Canadá
07634-015;Rua México
07634-020;Avenida Brasil
07634-025;Rua Peru
07634-030;Rua Bolívia
07634-035;Rua Colômbia
07634-040;Rua Haiti
07634-045;Rua Nicarágua
07634-050;Rua Jamaica
07634-055;Rua Panamá
07634-060;Rua Estados Unidos
07634-065;Rua Venezuela
07634-070;Rua Argentina
07634-075;Rua Chile
07634-080;Rua Paraguai
07634-085;Rua Uruguai
07634-095;Rua José Isidoro Filho
07634-100;Rua Iracema Isidoro
07634-105;Rua Maria Odete da Silva
07634-280;Rua Marte
07634-285;Rua Netuno
07634-290;Rua Mercúrio
07634-295;Rua Vênus
07634-300;Rua Saturno
07634-305;Rua Júpiter
07635-016;Estrada Marginal Direita
07635-028;Estrada Augusto Coimbra
07636-100;Estrada Norberto Antonio de Morais
07636-105;Rua Papoula
07636-110;Rua Zínia
07636-120;Rua Godétia
07636-125;Rua Anêmona
07636-130;Rua Ipoméia
07636-135;Rua Aquilegia
07636-140;Rua Lobélia
07636-145;Rua Dedaleira
07636-155;Rua Centaurea
07636-165;Praça Borboleta
07636-300;Alameda das Gardênias
07636-305;Praça Lago Monte Carmelo e Flor de Lis
07636-310;Alameda das Palmeiras
07636-315;Alameda das Avencas
07636-320;Alameda dos Ipês
07636-325;Alameda das Rosas
07636-330;Alameda das Azaléias
07636-335;Alameda dos Pinheiros
07636-340;Alameda das Glicínias
07636-345;Alameda das Sempre Vivas
07636-350;Alameda das Quaresmeiras
07636-355;Alameda das Primaveras
07636-360;Praça do Lago Estrela Matutina
07636-365;Alameda dos Eucaliptos
07636-370;Alameda das Samambaias
07636-375;Alameda das Acácias
07636-380;Alameda das Cerejeiras
07636-385;Alameda das Hortências
07636-390;Alameda dos Lírios
07636-395;Alameda das Orquideas
07636-400;Alameda dos Gerânios
07636-405;Alameda dos Ciprestes
07636-520;Rua Recanto do Céu Azul
07636-540;Rua Francisco Hernandi
07636-545;Rua Cruzeiro do Sul
07636-550;Rua Torajiro Torigoe
07636-555;Rua Centauro
07636-560;Rua Escorpião
07636-565;Rua Orion
07636-570;Rua Estrela Polar
07636-575;Rua Pégaso
07637-005;Estrada dos Moraes
07638-010;Estrada Vereador Mário Romeiro
07638-020;Estrada das Lavras
07642-510;Estrada M2
07642-520;Estrada M
07642-530;Estrada M1
07642-540;Estrada Mário Cambauva do Nascimento
07642-560;Estrada L
07642-580;Estrada do Clube
07642-600;Estrada J
07642-610;Estrada I
07642-620;Estrada H
07642-630;Estrada K
07642-640;Estrada B
07642-650;Estrada A
07642-660;Estrada E
07642-670;Estrada G
07642-680;Estrada F
07642-700;Estrada D
07642-730;Estrada C
07645-100;Estrada Existente
07645-150;Estrada de Servidão
07645-160;Estrada Existente 1
07645-170;Estrada Existente 3
07645-180;Estrada Existente 2
07645-300;Rua A
07645-325;Rua Um
07645-330;Rua Dois
07645-335;Rua Três
07645-340;Rua Quatro
07648-100;Estrada Vereador Mário Romeiro
07649-010;Estrada Vereador Mário Romeiro
07649-020;Rua Alimo Storay
07652-010;Rodovia Arão Sahm
07653-610;Rua Três
07653-620;Rua Um
07653-630;Rua Dois
07653-640;Rua Quatro
07654-010;Estrada dos Remédios
07654-410;Rua Dona Eliza
07654-420;Rua Gaspar Sabbatini
07654-430;Rua Eddie
07655-500;Rua Adália
07655-505;Rua Flor de Liz
07655-510;Avenida Vitória Régia
07655-520;Rua Orquídea
07655-525;Rua Acácia
07655-530;Rua Hortência
07656-005;Estrada Olho D'Água
07656-010;Rua Sete
07656-015;Rua Maria Aparecida Arouca
07656-020;Rua Seis
07656-025;Rua Cinco
07656-030;Rua Quatro
07656-035;Rua João Ferreira Lopes
07656-038;Rua Existente
07656-040;Rua Três
07656-045;Rua Dois
07656-050;Rua Um
07656-055;Rua Existente Um
07656-060;Rua Dez
07656-065;Rua Nove
07656-070;Rua Oito
07656-075;Rua Existente Três
07656-080;Rua Doze
07656-085;Rua Onze
07656-130;Alameda dos Tucanos
07656-135;Travessa dos Tucanos
07656-140;Alameda dos Camaicurás
07656-145;Travessa dos Camaicurás
07656-150;Alameda dos Caiapós
07656-155;Alameda dos Xavantes
07656-160;Estrada Olho D'Água
07656-165;Alameda dos Tupis
07656-170;Alameda dos Tamoios
07656-175;Travessa Olho D'Água
07656-180;Alameda dos Tupiniquins
07656-185;Travessa Florestal
07656-190;Estrada Pedro Lourenço
07656-200;Alameda dos Carajás
07656-260;Rua Carlos Benedito Bianche
07656-400;Avenida dos Beraldes
07656-850;Rua Américo Ortiz
07656-860;Rua José Amaro Ortiz
07657-005;Rua da Saúde
07657-010;Rua Bom Clima
07657-070;Estrada Marcelo Telino de Barros
07657-075;Rua Brasil
07657-080;Rua Paraguai
07657-085;Rua Chile
07657-090;Rua Guatambus
07657-095;Rua Batinga
07657-100;Alameda Bahia
07657-105;Rua Apeninos
07657-110;Rua Pirineus
07657-115;Rua Urais
07657-135;Rua Andes
07657-140;Rua Corcovado
07657-160;Rua Neblina
07657-165;Rua Jaraguá
07657-170;Rua Fujiyama
07657-175;Estrada Henrique Barbosa Ortiz
07657-180;Avenida Himalaia
07657-195;Rua Roncador
07657-200;Rua Mantiqueira
07657-205;Avenida Everest
07657-210;Avenida Alpes
07657-240;Estrada Henrique Barbosa Ortiz
07657-245;Estrada do Parque
07657-250;Estrada da Floresta
07657-255;Alameda das Plantas
07657-260;Alameda do Campo
07657-265;Alameda da Selva
07657-270;Alameda da Cachoeira
07657-275;Estrada da Fonte
07657-280;Alameda da Mata
07657-285;Estrada da Represa
07657-290;Alameda das Árvores
07657-295;Alameda do Bosque
07657-300;Estrada dos Córregos
07657-305;Estrada do Mimi
07657-800;Estrada Henrique Barbosa Ortiz
07658-455;Rua Colibri
07658-460;Rua Mocho
07658-465;Rua Siriema
07658-470;Rua Pelicano
07658-475;Rua Faisão
07658-480;Rua Pica-Pau
07658-485;Rua Araponga
07658-490;Rua Socó
07658-495;Rua Tangará
07658-500;Rua Falcão
07658-505;Rua Arara
07658-510;Rua Curió
07658-515;Rua Tucano
07658-520;Estrada Existente
07659-005;Alameda Recanto Ouro Verde
07659-010;Alameda Ouro Branco
07659-015;Alameda Ouro Preto
07659-035;Alameda Nascente do Sol
07659-040;Rua do Ishii
07659-045;Alameda Poente
07659-050;Avenida Vitor Odorico Bueno
07659-100;Rua Existente
07659-105;Viela Existente
07659-250;Rua Taketo Yokomiso
07659-350;Rua Salvador Carbonelli
07659-355;Rua Ézio Pazzotti
07659-360;Rua Ida Carpi Millezzo
07659-500;Estrada Yolanda do Prado Chama
07659-510;Rua Anjo Gabriel
07659-580;Rua Quatorze
07659-585;Rua Um
07659-590;Rua Dois
07659-595;Rua Três
07659-600;Rua Quinze
07659-605;Rua Oito
07659-610;Rua Nove
07659-615;Rua Dez
07659-620;Rua Quatro
07659-625;Rua Onze
07659-630;Rua Dezessete
07659-635;Rua Dezesseis
07659-640;Rua Treze
07659-645;Rua Sete
07659-650;Rua Seis
07659-655;Rua Cinco
07659-660;Rua Doze
07659-790;Estrada de Santo Antonio
07659-840;Estrada do Jundiaizinho
07659-845;Caminho da Mata
07660-100;Alameda Serra da Mantiqueira
07660-105;Alameda Serra Morena
07660-110;Alameda Serra Dourada
07660-115;Alameda Serra da Prata
07660-120;Alameda Serra dos Cristais
07660-125;Alameda Serra da Cantareira
07660-130;Alameda Serra da Bocaina
07660-135;Alameda Serra de Tapes
07660-140;Alameda Serra de Paracaima
07660-145;Alameda Serra de Ajuá
07660-150;Alameda Serra de Jaire
07660-155;Alameda Serra do Japi
07660-160;Alameda Serra de Botucatu
07660-165;Alameda Serra de Agudos
07660-180;Rua Nove - Mir Mant II
07660-185;Rua Um - Mir Mant II
07660-190;Rua Oito - Mir Mant II
07660-195;Rua Sete - Mir Mant II
07660-200;Rua Seis - Mir Mant II
07660-205;Rua Cinco - Mir Mant II
07660-210;Rua Quatro - Mir Mant II
07660-215;Rua Três - Mir Mant II
07660-220;Estrada Juvenal Cardoso Bueno
07660-300;Rua Um - Jd Aide
07660-305;Rua Três - Jd Aide
07660-310;Rua Dois - Jd Aide
07660-315;Rua Quatro - Jd Aide
07660-320;Rua Cinco - Jd Aide
07660-500;Avenida Doutor Sérgio Machado Brauner
07661-000;Rodovia Fernão Dias
07661-100;Rua Eno Yokomizo
07661-105;Rua Fumi Nakamura
07661-110;Rua Yutaka Nakamura
07661-115;Rua Yoshio Yokomizo
07661-120;Rua Shiromi Hayacyda
07661-125;Rua Yaeno Hayashida
07661-130;Rua Yossossuke Hayashida
07661-135;Rua Yuriko Yokomizo
07661-140;Rua Hakuji Yokomizo
07661-145;Rua João Puga Bertini
07661-150;Rua K
07661-160;Rua Demétrio Leonidas Konidis
07661-163;Rua Hamilton Alves da Silva
07661-165;Rua Edson Petri
07661-168;Travessa Marco Antonio Avila
07661-170;Rua José Luiz Moraes
07661-173;Travessa Sebastião Constantino
07661-175;Rua Arnaldo Pereira de Camargo
07661-178;Travessa Elisaldo Ademar Bernardini
07661-180;Rua Jandira de Lima Camargo
07661-183;Travessa Edson Aparecido Pedroso
07661-185;Rua Domingos Cândido
07661-188;Rua Maria Gicelda da Silva
07661-190;Rua Pedro Paulo da Fonseca
07661-192;Travessa Haelmo José Carvalho Duarte
07661-194;Rua Pedro José de Souza
07661-195;Rua João Puga Dias
07661-197;Travessa Alonço Matias dos Santos
07661-200;Rua Antonio Alvaro Simões de Souza
07661-203;Rua Antonio de Queiroz Bessa
07661-205;Rua José Alexandre dos Santos
07661-208;Rua Antonio Castelano Rivera
07661-240;Rua Agostinho Camilo Marques
07661-245;Rua Josué Alves da Silveira
07661-250;Rua Maria Jacinta dos Santos
07661-300;Rua São Paulo
07661-305;Rua José
07661-310;Rua São Miguel
07661-315;Rua Adhemar
07661-320;Rua São Roque
07661-325;Rua São Oscar
07661-330;Rua São Jorge
07661-335;Rua das Vertentes
07661-340;Travessa Camilo Lino
07661-345;Travessa Dalva Maria Matias dos Santos
07661-350;Caminho E
07661-355;Caminho E-1
07661-360;Rua Batista Félix da Silva
07661-365;Travessa Alvarino de Gouveia Martins Parente
07661-370;Rua Antonio Pereira de Camargo
07661-375;Rua das Colinas
07661-380;Rua Ideni Tampellini Forti
07661-385;Rua Domingos Rondina
07661-390;Rua Clelia Gandolpho Volpi
07661-395;Rua Jorgina Izabel de Camargo
07661-397;Travessa Joana Sant Ana Borba
07661-400;Rua Maria de Lourdes Santos Silva
07661-405;Rua Benedito Pereira de Camargo
07661-410;Rua José Ribeiro Bezerra
07661-415;Rua Antonio Rondina
07661-430;Avenida Desiderio Serafim
